年齡,工作,婚姻,學歷,聯絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
41.0,主管,已婚,國中,市話,120.0,3,93.91799999999999,-42.7,從未
72.0,退休,單身,大學,手機,114.0,3,93.876,-40.0,一次
34.0,企業家,已婚,專科,手機,94.0,2,93.91799999999999,-42.7,一次
41.0,藍領,已婚,高中,手機,126.0,6,93.91799999999999,-42.7,頻繁
42.0,服務業,已婚,專科,市話,813.0,1,93.994,-36.4,頻繁
36.0,主管,已婚,大學,市話,265.0,1,93.994,-36.4,從未
38.0,技術員,已婚,專科,市話,76.0,1,93.994,-36.4,一次
30.0,藍領,單身,小學,市話,331.0,4,93.994,-36.4,偶爾
47.0,技術員,已婚,專科,手機,58.0,3,93.444,-36.1,頻繁
21.0,學生,單身,未知,市話,250.0,1,94.215,-40.3,頻繁
43.0,主管,已婚,高中,市話,91.0,2,93.994,-36.4,從未
22.0,家管,單身,高中,手機,767.0,12,93.91799999999999,-42.7,偶爾
31.0,主管,單身,高中,手機,79.0,1,93.2,-42.0,一次
32.0,主管,單身,大學,手機,1871.0,2,93.444,-36.1,偶爾
45.0,企業家,已婚,大學,手機,62.0,1,93.91799999999999,-42.7,頻繁
44.0,主管,已婚,國中,手機,608.0,1,92.89299999999999,-46.2,從未
29.0,主管,單身,大學,手機,543.0,1,93.91799999999999,-42.7,頻繁
31.0,主管,離婚,大學,市話,346.0,2,93.994,-36.4,頻繁
30.0,技術員,已婚,專科,手機,78.0,1,93.444,-36.1,偶爾
33.0,主管,單身,大學,手機,308.0,1,93.075,-47.1,一次
40.0,主管,已婚,國中,市話,184.0,4,93.994,-36.4,一次
29.0,服務業,已婚,高中,市話,614.0,2,93.994,-36.4,一次
46.0,藍領,已婚,國中,手機,98.0,2,92.89299999999999,-46.2,頻繁
46.0,技術員,離婚,大學,市話,1946.0,4,93.91799999999999,-42.7,一次
51.0,家管,已婚,小學,手機,97.0,1,92.469,-33.6,從未
31.0,主管,單身,大學,手機,83.0,1,93.444,-36.1,從未
41.0,主管,單身,大學,手機,166.0,2,92.89299999999999,-46.2,從未
43.0,技術員,已婚,專科,市話,53.0,5,93.994,-36.4,一次
42.0,主管,單身,未知,市話,126.0,1,93.994,-36.4,一次
39.0,藍領,已婚,國中,手機,113.0,6,93.91799999999999,-42.7,頻繁
49.0,藍領,已婚,小學,市話,190.0,4,94.465,-41.8,頻繁
35.0,經理,單身,高中,手機,52.0,1,93.2,-42.0,一次
30.0,技術員,已婚,大學,手機,231.0,1,93.91799999999999,-42.7,頻繁
30.0,藍領,已婚,高中,市話,122.0,4,93.994,-36.4,一次
38.0,技術員,單身,高中,手機,754.0,1,92.89299999999999,-46.2,一次
37.0,藍領,單身,大學,手機,159.0,2,92.89299999999999,-46.2,從未
55.0,技術員,已婚,專科,市話,166.0,3,93.994,-36.4,偶爾
31.0,學生,單身,未知,市話,16.0,8,94.465,-41.8,從未
29.0,經理,已婚,大學,手機,142.0,3,92.89299999999999,-46.2,偶爾
32.0,技術員,離婚,專科,手機,75.0,1,93.444,-36.1,一次
33.0,企業家,已婚,國中,手機,636.0,1,93.2,-42.0,一次
36.0,技術員,離婚,高中,手機,132.0,1,93.2,-42.0,偶爾
55.0,退休,離婚,大學,手機,113.0,2,92.963,-40.8,偶爾
46.0,經理,已婚,高中,手機,103.0,1,93.91799999999999,-42.7,從未
31.0,主管,已婚,大學,市話,90.0,2,93.994,-36.4,從未
36.0,主管,離婚,大學,市話,112.0,3,94.465,-41.8,頻繁
29.0,主管,單身,大學,手機,190.0,1,93.2,-42.0,從未
30.0,技術員,單身,專科,手機,214.0,5,93.444,-36.1,從未
58.0,主管,已婚,大學,市話,186.0,2,93.2,-42.0,偶爾
57.0,經理,已婚,大學,手機,341.0,2,93.369,-34.8,一次
31.0,藍領,已婚,小學,市話,159.0,3,93.994,-36.4,頻繁
39.0,無業,已婚,國中,手機,63.0,1,93.2,-42.0,偶爾
38.0,主管,已婚,專科,手機,182.0,3,93.91799999999999,-42.7,從未
37.0,技術員,已婚,大學,手機,124.0,2,93.444,-36.1,偶爾
42.0,主管,已婚,大學,手機,108.0,2,93.91799999999999,-42.7,一次
34.0,主管,單身,大學,手機,46.0,3,92.89299999999999,-46.2,偶爾
41.0,經理,離婚,高中,手機,261.0,1,92.89299999999999,-46.2,從未
58.0,退休,已婚,高中,手機,125.0,1,93.2,-42.0,頻繁
38.0,技術員,已婚,專科,手機,185.0,2,93.444,-36.1,一次
36.0,主管,已婚,未知,手機,235.0,3,93.2,-42.0,偶爾
44.0,主管,離婚,高中,手機,132.0,4,92.469,-33.6,頻繁
49.0,經理,離婚,大學,市話,26.0,1,94.027,-38.3,偶爾
30.0,技術員,單身,高中,手機,79.0,2,93.444,-36.1,頻繁
52.0,服務業,已婚,大學,市話,370.0,1,93.994,-36.4,從未
29.0,服務業,已婚,未知,市話,137.0,3,93.994,-36.4,偶爾
32.0,技術員,單身,大學,手機,454.0,1,93.2,-42.0,從未
30.0,主管,離婚,大學,手機,198.0,1,93.2,-42.0,一次
31.0,主管,已婚,大學,手機,438.0,1,93.444,-36.1,偶爾
26.0,自僱人士,單身,大學,手機,333.0,1,94.199,-37.5,偶爾
51.0,企業家,已婚,國中,手機,190.0,2,93.91799999999999,-42.7,偶爾
42.0,自僱人士,已婚,專科,手機,160.0,1,92.89299999999999,-46.2,一次
33.0,主管,已婚,高中,手機,147.0,1,92.89299999999999,-46.2,頻繁
27.0,技術員,單身,國中,手機,701.0,1,92.89299999999999,-46.2,頻繁
44.0,藍領,離婚,國中,市話,169.0,1,93.994,-36.4,頻繁
31.0,主管,已婚,高中,手機,269.0,2,92.431,-26.9,偶爾
37.0,企業家,已婚,大學,手機,151.0,2,93.2,-42.0,從未
37.0,技術員,已婚,國中,市話,71.0,3,93.994,-36.4,一次
39.0,經理,已婚,大學,市話,383.0,1,94.465,-41.8,一次
35.0,主管,已婚,大學,手機,148.0,3,93.444,-36.1,從未
27.0,學生,單身,大學,市話,137.0,1,94.465,-41.8,從未
31.0,藍領,離婚,小學,市話,74.0,7,93.994,-36.4,一次
45.0,藍領,已婚,國中,手機,132.0,2,93.075,-47.1,偶爾
36.0,服務業,已婚,高中,手機,455.0,1,93.91799999999999,-42.7,頻繁
29.0,主管,已婚,國中,手機,16.0,6,92.89299999999999,-46.2,一次
34.0,主管,已婚,大學,手機,293.0,2,92.89299999999999,-46.2,偶爾
58.0,藍領,未知,國中,市話,180.0,6,94.465,-41.8,從未
48.0,技術員,已婚,高中,手機,215.0,2,92.431,-26.9,偶爾
48.0,主管,已婚,大學,手機,128.0,7,93.2,-42.0,一次
56.0,技術員,已婚,專科,手機,124.0,3,93.444,-36.1,一次
42.0,技術員,離婚,國中,手機,299.0,3,93.91799999999999,-42.7,從未
32.0,技術員,單身,專科,市話,107.0,2,92.20100000000001,-31.4,頻繁
67.0,退休,已婚,專科,市話,270.0,2,92.431,-26.9,從未
22.0,學生,單身,國中,手機,293.0,2,92.20100000000001,-31.4,一次
24.0,主管,單身,高中,市話,768.0,1,94.465,-41.8,偶爾
20.0,技術員,單身,未知,手機,441.0,1,92.963,-40.8,頻繁
41.0,經理,單身,高中,市話,324.0,1,93.994,-36.4,偶爾
47.0,藍領,已婚,國中,市話,786.0,1,94.465,-41.8,頻繁
55.0,主管,已婚,高中,手機,168.0,1,93.91799999999999,-42.7,一次
32.0,藍領,已婚,國中,市話,78.0,1,94.465,-41.8,偶爾
34.0,服務業,單身,高中,手機,269.0,2,92.89299999999999,-46.2,從未
51.0,經理,已婚,大學,手機,420.0,1,93.91799999999999,-42.7,頻繁
37.0,主管,已婚,大學,市話,1376.0,2,93.994,-36.4,頻繁
28.0,藍領,已婚,國中,手機,173.0,2,92.89299999999999,-46.2,偶爾
48.0,主管,離婚,高中,手機,191.0,2,93.2,-42.0,頻繁
34.0,主管,單身,高中,市話,63.0,3,93.994,-36.4,一次
36.0,藍領,單身,國中,手機,423.0,1,93.91799999999999,-42.7,從未
57.0,企業家,已婚,國中,市話,850.0,3,94.465,-41.8,頻繁
33.0,服務業,已婚,高中,手機,581.0,2,93.2,-42.0,偶爾
29.0,藍領,單身,國中,手機,135.0,2,93.91799999999999,-42.7,偶爾
45.0,主管,已婚,高中,手機,1092.0,1,92.431,-26.9,偶爾
43.0,經理,已婚,大學,手機,55.0,1,93.2,-42.0,偶爾
57.0,技術員,已婚,專科,手機,168.0,2,93.2,-42.0,一次
35.0,服務業,已婚,專科,市話,361.0,2,93.994,-36.4,從未
53.0,企業家,單身,國中,市話,144.0,7,93.994,-36.4,一次
56.0,主管,已婚,大學,市話,1461.0,2,93.994,-36.4,從未
45.0,藍領,已婚,國中,市話,131.0,1,93.994,-36.4,頻繁
42.0,藍領,已婚,國中,手機,364.0,2,93.2,-42.0,一次
45.0,藍領,已婚,專科,手機,117.0,1,92.431,-26.9,偶爾
40.0,經理,單身,大學,手機,217.0,1,92.89299999999999,-46.2,從未
43.0,服務業,已婚,高中,手機,974.0,2,92.89299999999999,-46.2,偶爾
47.0,藍領,已婚,國中,手機,234.0,2,92.89299999999999,-46.2,一次
47.0,藍領,離婚,國中,市話,245.0,1,93.91799999999999,-42.7,一次
40.0,主管,已婚,大學,市話,163.0,1,93.994,-36.4,頻繁
50.0,技術員,單身,大學,手機,89.0,1,93.444,-36.1,從未
28.0,主管,離婚,高中,市話,155.0,2,93.994,-36.4,從未
55.0,藍領,單身,小學,手機,171.0,2,93.075,-47.1,一次
51.0,技術員,已婚,專科,手機,341.0,1,93.075,-47.1,從未
52.0,主管,已婚,大學,手機,73.0,1,93.444,-36.1,從未
42.0,藍領,已婚,國中,手機,320.0,3,92.89299999999999,-46.2,從未
30.0,主管,單身,大學,市話,50.0,9,93.444,-36.1,頻繁
29.0,主管,已婚,未知,市話,83.0,3,94.465,-41.8,從未
41.0,無業,已婚,國中,手機,135.0,1,93.075,-47.1,從未
35.0,服務業,已婚,高中,手機,224.0,1,92.89299999999999,-46.2,頻繁
23.0,技術員,單身,專科,市話,148.0,1,94.465,-41.8,從未
49.0,經理,已婚,大學,手機,297.0,2,93.444,-36.1,從未
33.0,經理,單身,專科,手機,8.0,6,93.2,-42.0,頻繁
31.0,藍領,已婚,小學,手機,742.0,2,93.444,-36.1,偶爾
39.0,主管,單身,大學,市話,658.0,2,94.465,-41.8,一次
29.0,主管,單身,大學,市話,123.0,4,94.465,-41.8,一次
56.0,藍領,已婚,小學,市話,1276.0,2,94.465,-41.8,一次
53.0,經理,已婚,高中,手機,91.0,10,93.91799999999999,-42.7,一次
31.0,家管,離婚,國中,手機,457.0,1,92.89299999999999,-46.2,一次
28.0,自僱人士,單身,大學,市話,73.0,2,94.465,-41.8,頻繁
29.0,技術員,單身,專科,手機,111.0,1,93.444,-36.1,一次
56.0,自僱人士,已婚,國中,手機,571.0,1,93.91799999999999,-42.7,一次
27.0,技術員,單身,專科,市話,125.0,1,93.994,-36.4,偶爾
35.0,主管,單身,大學,手機,448.0,2,93.444,-36.1,從未
39.0,經理,已婚,國中,手機,55.0,1,93.91799999999999,-42.7,從未
59.0,藍領,已婚,未知,手機,124.0,2,93.91799999999999,-42.7,從未
23.0,主管,單身,大學,手機,90.0,2,92.84299999999999,-50.0,頻繁
27.0,服務業,單身,高中,手機,239.0,8,93.91799999999999,-42.7,一次
42.0,經理,單身,大學,手機,144.0,1,93.075,-47.1,頻繁
37.0,主管,單身,大學,手機,250.0,1,93.2,-42.0,頻繁
32.0,服務業,單身,高中,市話,272.0,2,93.91799999999999,-42.7,偶爾
57.0,經理,離婚,大學,手機,322.0,2,93.075,-47.1,偶爾
51.0,技術員,已婚,專科,手機,520.0,1,92.37899999999999,-29.8,從未
29.0,無業,離婚,高中,手機,92.0,1,92.431,-26.9,從未
57.0,藍領,已婚,國中,市話,450.0,3,94.465,-41.8,頻繁
41.0,主管,離婚,國中,手機,258.0,2,93.2,-42.0,偶爾
36.0,主管,已婚,大學,手機,874.0,1,93.91799999999999,-42.7,從未
29.0,技術員,單身,大學,手機,293.0,1,93.91799999999999,-42.7,偶爾
44.0,主管,離婚,高中,市話,1628.0,2,92.649,-30.1,從未
50.0,主管,單身,大學,手機,372.0,1,94.027,-38.3,一次
34.0,主管,已婚,國中,手機,298.0,2,92.89299999999999,-46.2,偶爾
36.0,主管,已婚,大學,手機,45.0,8,93.444,-36.1,從未
40.0,主管,單身,高中,手機,142.0,3,92.89299999999999,-46.2,頻繁
60.0,退休,已婚,大學,手機,799.0,2,94.199,-37.5,頻繁
59.0,退休,已婚,小學,手機,92.0,2,93.444,-36.1,偶爾
29.0,主管,離婚,專科,市話,860.0,1,94.465,-41.8,從未
25.0,服務業,單身,專科,市話,185.0,4,94.465,-41.8,頻繁
37.0,主管,單身,大學,手機,212.0,7,93.444,-36.1,從未
34.0,無業,已婚,國中,手機,123.0,2,92.89299999999999,-46.2,從未
33.0,經理,已婚,大學,手機,85.0,4,92.89299999999999,-46.2,一次
30.0,藍領,已婚,高中,手機,144.0,4,93.91799999999999,-42.7,從未
27.0,藍領,已婚,國中,手機,119.0,3,93.91799999999999,-42.7,頻繁
48.0,退休,已婚,小學,市話,27.0,17,93.91799999999999,-42.7,頻繁
32.0,藍領,已婚,國中,手機,72.0,2,92.89299999999999,-46.2,從未
44.0,未知,已婚,國中,市話,115.0,1,93.994,-36.4,一次
29.0,藍領,離婚,國中,手機,201.0,1,92.89299999999999,-46.2,偶爾
32.0,技術員,已婚,專科,手機,92.0,5,93.444,-36.1,一次
44.0,技術員,單身,大學,手機,396.0,3,93.2,-42.0,一次
49.0,藍領,已婚,國中,市話,333.0,1,93.91799999999999,-42.7,頻繁
36.0,服務業,已婚,大學,手機,255.0,2,92.963,-40.8,一次
25.0,學生,單身,高中,手機,149.0,1,92.89299999999999,-46.2,一次
39.0,藍領,單身,小學,市話,122.0,6,93.994,-36.4,偶爾
54.0,技術員,已婚,國中,手機,196.0,2,92.20100000000001,-31.4,偶爾
37.0,服務業,已婚,高中,手機,331.0,2,93.91799999999999,-42.7,偶爾
58.0,藍領,已婚,國中,手機,308.0,1,93.2,-42.0,頻繁
45.0,藍領,已婚,國中,市話,358.0,10,93.994,-36.4,從未
39.0,技術員,離婚,專科,手機,97.0,2,93.444,-36.1,偶爾
48.0,主管,已婚,大學,手機,179.0,2,93.91799999999999,-42.7,一次
30.0,自僱人士,已婚,大學,手機,573.0,6,93.91799999999999,-42.7,偶爾
43.0,主管,已婚,高中,市話,157.0,2,93.994,-36.4,頻繁
56.0,家管,離婚,小學,手機,414.0,1,92.649,-30.1,一次
35.0,主管,已婚,高中,手機,100.0,11,93.91799999999999,-42.7,一次
24.0,藍領,單身,高中,手機,202.0,1,94.199,-37.5,一次
57.0,藍領,已婚,小學,手機,106.0,1,93.444,-36.1,一次
28.0,藍領,已婚,國中,市話,109.0,1,93.994,-36.4,頻繁
30.0,技術員,單身,專科,手機,789.0,2,94.199,-37.5,從未
26.0,無業,單身,大學,手機,618.0,1,93.749,-34.6,頻繁
34.0,技術員,已婚,專科,市話,145.0,1,94.465,-41.8,從未
46.0,主管,單身,大學,手機,11.0,6,92.89299999999999,-46.2,偶爾
35.0,服務業,已婚,高中,市話,102.0,1,93.994,-36.4,從未
36.0,藍領,已婚,小學,市話,544.0,2,93.994,-36.4,偶爾
40.0,藍領,已婚,國中,市話,383.0,3,93.994,-36.4,從未
56.0,藍領,已婚,小學,手機,368.0,5,93.91799999999999,-42.7,一次
39.0,經理,已婚,大學,市話,15.0,10,93.994,-36.4,從未
38.0,藍領,已婚,國中,手機,164.0,1,93.075,-47.1,頻繁
33.0,藍領,已婚,高中,手機,296.0,5,92.89299999999999,-46.2,頻繁
38.0,技術員,單身,大學,手機,301.0,2,93.075,-47.1,偶爾
30.0,主管,單身,高中,手機,406.0,3,93.444,-36.1,偶爾
38.0,藍領,單身,高中,市話,936.0,1,94.465,-41.8,頻繁
31.0,服務業,單身,高中,市話,49.0,2,94.465,-41.8,頻繁
31.0,主管,單身,大學,手機,961.0,2,93.444,-36.1,從未
53.0,藍領,離婚,小學,市話,27.0,5,94.465,-41.8,從未
27.0,自僱人士,單身,大學,手機,73.0,1,92.89299999999999,-46.2,從未
51.0,技術員,離婚,高中,手機,81.0,1,93.2,-42.0,從未
31.0,技術員,已婚,國中,手機,1319.0,5,93.91799999999999,-42.7,從未
54.0,技術員,已婚,專科,手機,78.0,1,93.2,-42.0,一次
30.0,技術員,單身,大學,手機,107.0,1,93.444,-36.1,偶爾
77.0,退休,離婚,小學,手機,393.0,1,93.876,-40.0,一次
36.0,主管,已婚,高中,市話,177.0,1,94.465,-41.8,從未
44.0,技術員,離婚,專科,手機,239.0,6,93.444,-36.1,一次
22.0,自僱人士,單身,大學,手機,126.0,6,92.963,-40.8,從未
52.0,主管,離婚,高中,手機,529.0,2,93.2,-42.0,偶爾
50.0,技術員,離婚,國中,市話,48.0,5,93.994,-36.4,一次
24.0,服務業,單身,高中,手機,450.0,1,93.075,-47.1,頻繁
49.0,主管,未知,大學,手機,1532.0,1,93.444,-36.1,從未
34.0,藍領,已婚,國中,市話,172.0,1,93.994,-36.4,從未
51.0,技術員,已婚,大學,手機,226.0,1,92.469,-33.6,偶爾
32.0,技術員,離婚,高中,手機,301.0,10,93.444,-36.1,一次
56.0,退休,離婚,高中,手機,11.0,10,93.91799999999999,-42.7,一次
34.0,企業家,已婚,高中,市話,436.0,1,93.994,-36.4,頻繁
51.0,主管,已婚,高中,手機,69.0,3,93.91799999999999,-42.7,頻繁
54.0,藍領,已婚,小學,手機,191.0,3,92.89299999999999,-46.2,頻繁
42.0,藍領,已婚,小學,市話,267.0,3,93.994,-36.4,一次
41.0,技術員,已婚,國中,市話,351.0,1,93.994,-36.4,偶爾
60.0,無業,已婚,高中,手機,1260.0,2,93.075,-47.1,偶爾
37.0,主管,離婚,大學,手機,121.0,2,92.89299999999999,-46.2,從未
34.0,主管,已婚,大學,手機,103.0,3,92.89299999999999,-46.2,從未
36.0,經理,已婚,大學,手機,93.0,4,93.91799999999999,-42.7,頻繁
71.0,退休,已婚,大學,手機,349.0,1,93.075,-47.1,從未
34.0,技術員,已婚,專科,市話,191.0,1,94.465,-41.8,頻繁
45.0,經理,已婚,高中,手機,110.0,2,93.444,-36.1,頻繁
61.0,主管,已婚,大學,手機,263.0,1,92.713,-33.0,偶爾
47.0,退休,單身,國中,手機,315.0,3,93.91799999999999,-42.7,一次
33.0,藍領,已婚,國中,手機,17.0,11,93.91799999999999,-42.7,從未
44.0,服務業,已婚,未知,手機,151.0,1,92.963,-40.8,頻繁
43.0,主管,已婚,大學,市話,350.0,4,93.994,-36.4,頻繁
43.0,無業,已婚,國中,手機,105.0,1,92.89299999999999,-46.2,一次
32.0,技術員,已婚,專科,手機,185.0,2,93.444,-36.1,偶爾
57.0,自僱人士,已婚,專科,手機,1056.0,2,93.91799999999999,-42.7,從未
47.0,技術員,離婚,專科,手機,226.0,1,93.91799999999999,-42.7,從未
45.0,經理,已婚,大學,市話,221.0,4,93.075,-47.1,一次
47.0,企業家,已婚,未知,市話,1072.0,2,94.465,-41.8,偶爾
59.0,經理,已婚,小學,手機,455.0,1,92.89299999999999,-46.2,頻繁
37.0,主管,已婚,大學,手機,35.0,1,93.91799999999999,-42.7,一次
56.0,藍領,離婚,小學,市話,378.0,4,94.465,-41.8,從未
25.0,服務業,單身,高中,市話,119.0,1,94.465,-41.8,一次
52.0,服務業,已婚,專科,手機,173.0,7,93.444,-36.1,一次
57.0,自僱人士,單身,高中,市話,688.0,2,93.994,-36.4,頻繁
37.0,藍領,已婚,國中,市話,263.0,1,93.994,-36.4,偶爾
44.0,藍領,已婚,小學,手機,308.0,1,93.075,-47.1,從未
25.0,技術員,單身,專科,市話,156.0,2,93.994,-36.4,頻繁
36.0,主管,已婚,大學,手機,218.0,3,93.91799999999999,-42.7,偶爾
48.0,技術員,已婚,專科,手機,107.0,2,93.444,-36.1,頻繁
34.0,主管,單身,大學,手機,114.0,1,93.444,-36.1,一次
30.0,經理,已婚,大學,手機,711.0,1,94.601,-49.5,偶爾
47.0,經理,已婚,國中,手機,97.0,1,93.2,-42.0,一次
36.0,服務業,離婚,國中,手機,255.0,2,92.89299999999999,-46.2,從未
31.0,主管,已婚,大學,市話,181.0,2,94.465,-41.8,一次
44.0,主管,已婚,大學,市話,165.0,6,93.994,-36.4,頻繁
45.0,藍領,已婚,小學,手機,67.0,1,92.89299999999999,-46.2,一次
32.0,藍領,已婚,國中,手機,188.0,2,93.2,-42.0,偶爾
43.0,服務業,已婚,國中,手機,939.0,2,93.91799999999999,-42.7,頻繁
36.0,主管,已婚,大學,市話,5.0,3,93.075,-47.1,頻繁
34.0,主管,已婚,大學,市話,290.0,2,92.37899999999999,-29.8,頻繁
55.0,經理,已婚,大學,手機,171.0,2,93.075,-47.1,一次
52.0,主管,單身,大學,手機,436.0,4,93.444,-36.1,頻繁
45.0,藍領,已婚,國中,手機,152.0,1,93.444,-36.1,一次
35.0,技術員,已婚,專科,手機,90.0,3,93.444,-36.1,一次
74.0,退休,已婚,高中,手機,472.0,1,92.20100000000001,-31.4,偶爾
31.0,服務業,已婚,國中,市話,297.0,3,93.994,-36.4,一次
27.0,主管,已婚,專科,手機,1166.0,1,92.89299999999999,-46.2,頻繁
28.0,主管,已婚,大學,手機,690.0,1,93.91799999999999,-42.7,一次
54.0,藍領,已婚,國中,市話,500.0,3,93.994,-36.4,偶爾
32.0,技術員,單身,專科,手機,97.0,2,92.89299999999999,-46.2,偶爾
25.0,學生,單身,高中,手機,294.0,1,92.431,-26.9,一次
41.0,技術員,離婚,高中,手機,521.0,1,93.91799999999999,-42.7,從未
36.0,藍領,單身,國中,市話,989.0,1,93.994,-36.4,頻繁
49.0,經理,已婚,專科,市話,107.0,2,93.994,-36.4,從未
34.0,服務業,單身,高中,手機,87.0,1,92.89299999999999,-46.2,從未
27.0,服務業,單身,高中,手機,54.0,5,92.89299999999999,-46.2,偶爾
38.0,藍領,離婚,未知,市話,258.0,3,93.994,-36.4,從未
32.0,技術員,已婚,未知,市話,267.0,2,93.994,-36.4,一次
33.0,經理,已婚,大學,市話,178.0,2,93.994,-36.4,頻繁
53.0,藍領,已婚,未知,手機,115.0,1,93.444,-36.1,從未
43.0,藍領,已婚,小學,市話,1534.0,2,93.994,-36.4,一次
40.0,藍領,已婚,小學,市話,1238.0,2,94.465,-41.8,從未
56.0,家管,離婚,小學,市話,86.0,1,93.994,-36.4,偶爾
31.0,藍領,已婚,國中,手機,255.0,2,93.91799999999999,-42.7,偶爾
29.0,技術員,單身,專科,手機,152.0,1,93.444,-36.1,從未
32.0,經理,單身,大學,手機,333.0,1,93.075,-47.1,從未
55.0,退休,已婚,小學,市話,129.0,1,93.994,-36.4,頻繁
59.0,退休,已婚,專科,市話,109.0,9,94.465,-41.8,偶爾
41.0,主管,離婚,大學,手機,339.0,3,93.444,-36.1,偶爾
33.0,主管,已婚,大學,市話,277.0,2,94.465,-41.8,偶爾
46.0,藍領,已婚,小學,手機,184.0,2,92.89299999999999,-46.2,偶爾
